,city,lat,lon
0,Москва,55.75,37.61666666666667
1,Абрамцево,56.21666666666667,37.96666666666667
2,Апрелевка,55.53333333333333,37.05
3,Ашитково,55.43333333333333,38.6
4,Байконур,45.95,63.3
5,Балашиха,55.8,37.93333333333333
6,Барыбино,55.266666666666666,37.88333333333333
7,Белоомут,54.93333333333333,39.333333333333336
8,Белые Столбы,55.31666666666667,37.85
9,Бронницы,55.41666666666666,38.25
10,Вербилки,56.516666666666666,37.6
11,Верея,55.333333333333336,36.18333333333333
12,Видное,55.55,37.7
13,Вождь Пролетариата,55.41666666666666,39.3
14,Волоколамск,56.03333333333333,35.95
15,Воскресенск,55.31666666666667,38.666666666666664
16,Высоковск,56.31666666666667,36.55
17,Деденево,56.25,37.516666666666666
18,Дедовск,55.86666666666667,37.13333333333333
19,Дмитров,56.333333333333336,37.516666666666666
20,Долгопрудный,55.93333333333333,37.5
21,Дрезна,55.73333333333333,38.833333333333336
22,Дубна,56.75,0
23,Егорьевск,55.38333333333333,39.03333333333333
24,Жилево,54.96666666666667,38.016666666666666
25,Загорск,56.3,38.13333333333333
26,Загорянский,55.91666666666666,37.916666666666664
27,Зарайск,54.75,38.88333333333333
28,Звенигород,55.73333333333333,36.85
29,Зеленоград,55.0,52.5
30,Ивантеевка,55.96666666666667,37.916666666666664
31,Икша,56.16666666666666,37.5
32,Калининград,54.71666666666667,20.5
33,Кашира,54.833333333333336,38.15
34,Керва,55.6,39.56666666666667
35,Климовск,55.36666666666667,37.53333333333333
36,Клязьма,56.1681,42.9692
37,Коломна,55.083333333333336,38.766666666666666
38,Колюбакино,55.66666666666666,36.53333333333333
39,Котельники,55.65,37.86666666666667
40,Красково,55.65,37.983333333333334
41,Красногорск,55.81666666666667,37.333333333333336
42,Краснозаводск,56.43333333333333,38.21666666666667
43,Красный Ткач,55.0,6.57
44,Кубинка,55.56666666666667,36.68333333333333
45,Куровское,55.583333333333336,38.916666666666664
46,Лесной Городок,55.63333333333333,37.2
47,Ликино-Дулево,55.7,38.95
48,Лобня,56.0,37.46666666666667
49,Лосино-Петровский,55.86666666666667,38.2
50,Лотошино,56.23333333333333,35.63333333333333
51,Луховицы,54.96666666666667,39.016666666666666
52,Лыткарино,55.583333333333336,37.9
53,Люберцы,55.66666666666666,37.88333333333333
54,Малаховка,55.63333333333333,38.0
55,Можайск,55.5,36.03333333333333
56,Монино,55.833333333333336,38.18333333333333
57,Мытищи,55.91666666666666,37.733333333333334
58,Нарофоминск,55.38333333333333,36.733333333333334
59,Нахабино,55.833333333333336,37.166666666666664
60,Новобратцевский,55.85,37.38333333333333
61,Ногинск,55.85,38.43333333333333
62,Одинцово,55.66666666666666,37.266666666666666
63,Озеры,54.0,28.35
64,Орехово-Зуево,55.8,38.96666666666667
65,Павловский Посад,55.78333333333333,38.65
66,Пироговский,55.96666666666667,37.733333333333334
67,Подольск,55.41666666666666,37.53333333333333
68,Правдинский,56.0,54.33
69,Протвино,54.86666666666667,37.2
70,Пушкино,56.016666666666666,37.85
71,Пущино,54.833333333333336,37.61666666666667
72,Радовицкий,55.0,45.34
73,Раменское,55.56666666666667,38.21666666666667
74,Реутов,55.0,38.2
75,Рублево,55.78333333333333,37.35
76,Руза,55.68333333333333,36.18333333333333
77,Сергиев Посад,56.3,38.13333333333333
78,Серебряные Пруды,54.46666666666667,38.71666666666667
79,Серпухов,54.91666666666666,37.4
80,Солнечногорск,56.185114,0
81,Софрино,56.13333333333333,37.916666666666664
82,Старая Купавна,55.8,38.18333333333333
83,Старбеево,55.91666666666666,37.46666666666667
84,Ступино,54.88333333333333,38.06666666666667
85,Сходня,55.95,37.3
86,Талдом,56.73333333333333,37.53333333333333
87,Темпы,56.63333333333333,37.28333333333333
88,Томилино,55.65,37.95
89,Туголесский Бор,55.55,39.8
90,Тучково,55.6,36.46666666666667
91,Фосфоритный,55.333333333333336,38.88333333333333
92,Фрязино,55.95,38.05
93,Фряново,56.13333333333333,38.43333333333333
94,Химки,55.88333333333333,37.43333333333333
95,Хотьково,56.25,37.983333333333334
96,Черноголовка,56.0,38.38333333333333
97,Черусти,55.55,40.0
98,Шатурторф,55.56666666666667,39.416666666666664
99,Щелково,55.91666666666666,38.0
100,Щербинка,55.5,37.56666666666667
101,Электрогорск,55.88333333333333,38.78333333333333
102,Электросталь,55.8,38.45
103,Электроугли,55.71666666666667,38.21666666666667
104,Яхрома,56.28333333333333,37.483333333333334
105,Санкт-Петербург,59.95,30.316666666666666
106,Бокситогорск,59.473576,0
107,Большая Ижора,59.945657,0
108,Будогощь,59.285569,0
109,Волосово,59.447275,0
110,Волхов,60.1289,32.3319
111,Всеволожск,60.021321,0
112,Выборг,60.710496,0
113,Вырица,59.413893,0
114,Высоцк,60.625604,0
115,Гатчина,59.56841,0
116,Ефимовский,59.497578,0
117,Ивангород,59.37649,0
118,Каменногорск,60.95081,0
119,Кикерино,59.45,29.616666666666667
120,Кингисепп,59.378053,0
121,Кириши,59.449695,0
122,Кобринское,59.426286,0
123,Колпино,59.75,30.6
124,Кронштадт,60.0,29.766666666666666
125,Лисий Нос,60.0,30.0
126,Лодейное Поле,60.734305,0
127,Луга,58.73333333333333,29.85
128,Парголово,60.083333333333336,30.25
129,Петродворец,59.88333333333333,29.9
130,Пикалёво,59.512684,0
131,Подпорожье,60.912097,0
132,Приозерск,61.035979,0
133,Сестрорецк,60.1,29.966666666666665
134,Тихвин,59.644213,0
135,Тосно,59.541179,0
136,Шлиссельбург,59.944959,0
137,Адыгейск,44.884525,0
138,Майкоп,44.611,0
139,Акутиха,52.43333333333333,84.46666666666667
140,Алейск,52.5,82.78333333333333
141,Алтайский,50.0,22.24
142,Барнаул,53.0,50.5
143,Белово,54.41666666666666,86.3
144,Белокуриха,52.0,84.98333333333333
145,Бийск,52.516666666666666,85.16666666666667
146,Благовещенск,50.25,127.53333333333333
147,Бурсоль,53.16666666666666,78.45
148,Горно-Алтайск,51.96,0
149,Ельцовка,54.3377,82.0114
150,Заринск,53.7,84.91666666666667
151,Змеиногорск,51.16666666666666,82.16666666666667
152,Камень-на-Оби,53.78333333333333,81.33333333333333
153,Кош-Агач,49.98333333333333,88.65
154,Кытманово,53.46666666666667,85.46666666666667
155,Новичиха,52.21666666666667,81.4
156,Новоалтайск,53.4,83.93333333333334
157,Онгудай,50.73333333333333,86.13333333333334
158,Ребриха,53.083333333333336,82.33333333333333
159,Рубцовск,51.0,38
160,Солонешное,51.65,84.31666666666666
161,Солтон,52.833333333333336,86.46666666666667
162,Табуны,52.766666666666666,78.76666666666667
163,Тальменка,53.81666666666667,83.55
164,Топчиха,52.81666666666667,83.11666666666666
165,Турочак,52.25,87.11666666666666
166,Тюменцево,53.31666666666667,81.51666666666667
167,Угловское,51.35,80.18333333333334
168,Усть-Калманка,52.11666666666667,83.31666666666666
169,Усть-Кокса,50.266666666666666,85.6
170,Усть-Улаган,50.61666666666667,87.95
171,Усть-Чарышская Пристань,52.4,83.65
172,Айгунь,49.978,127.490
173,Архара,49.41666666666666,130.06666666666666
174,Возжаевка,50.71666666666667,128.71666666666667
175,Ерофей Павлович,53.95,121.95
176,Завитинск,50.11666666666667,129.43333333333334
177,Златоустовск,52.95,133.58333333333334
178,Коболдо,52.963324,0
179,Магдагачи,53.45,125.8
180,Новобурейский,49.8,129.86666666666667
181,Райчихинск,49.8,129.4
182,Ромны,50.74281279018437,
183,Серышево,51.11666666666667,128.33333333333334
184,Сковородино,53.98333333333333,123.93333333333334
185,Тында,55.15,124.71666666666667
186,Шимановск,52.0,127.66666666666667
187,Экимчан,53.069024,0
188,Амдерма,69.75,61.666666666666664
189,Архангельск,64.55,40.53333333333333
190,Вельск,61.06666666666667,42.1
191,Верхняя Тойма,62.25,45.016666666666666
192,Вычегодский,61.23333333333333,46.88333333333333
193,Ильинско-Подомское,61.11666666666667,47.96666666666667
194,Каргополь,61.5,38.93333333333333
195,Карпогоры,64.0,44.43333333333333
196,Коноша,60.96666666666667,40.233333333333334
197,Коряжма,61.3,47.166666666666664
198,Котлас,61.25,46.65
199,Лешуконское,64.9,45.766666666666666
200,Нарьян-Мар,67.63333333333334,53.0
201,Новодвинск,64.41666666666667,40.81666666666667
202,Няндома,61.66666666666666,40.2
203,Северодвинск,64.56666666666666,39.85
204,Сольвычегодск,61.333333333333336,46.916666666666664
205,Холмогоры,64.21666666666667,41.65
206,Шенкурск,62.1,42.9
207,Яренск,62.16666666666666,49.1
208,Астрахань,46.333333333333336,48.03333333333333
209,Ахтубинск,48.28333333333333,46.166666666666664
210,Верхний Баскунчак,48.21666666666667,46.71666666666667
211,Енотаевка,47.23333333333333,47.016666666666666
212,Икряное,46.083333333333336,47.71666666666667
213,Камызяк,46.1,48.06666666666667
214,Капустин Яр,48.0,55.89
215,Началово,46.333333333333336,48.18333333333333
216,Харабали,47.4,47.25
217,Черный Яр,48.05,46.1
218,Баймак,52.583333333333336,58.31666666666667
219,Белебей,54.1,54.13333333333333
220,Белорецк,53.96666666666667,58.4
221,Бижбуляк,53.68333333333333,54.266666666666666
222,Бирск,55.41666666666666,55.53333333333333
223,Большеустьикинское,55.945322,0
224,Бураево,55.833333333333336,55.4
225,Верхнеяркеево,55.445837,0
226,Верхние Киги,55.405332,0
227,Верхние Татышлы,56.290275,0
228,Верхний Авзян,53.516666666666666,57.53333333333333
229,Давлеканово,54.21666666666667,55.03333333333333
230,Дюртюли,55.48333333333333,54.86666666666667
231,Ермекеево,54.06666666666667,53.666666666666664
232,Зилаир,52.21666666666667,57.43333333333333
233,Зирган,53.21666666666667,55.916666666666664
234,Иглино,54.8313,0
235,Инзер,54.5125,56.5086
236,Исянгулово,52.18333333333333,56.56666666666667
237,Ишимбай,53.45,56.03333333333333
238,Кананикольское,52.766666666666666,57.46666666666667
239,Кандры,54.55,54.11666666666667
240,Караидель,55.837746,0
241,Караидельский,55.0,12.4
242,Киргиз-Мияки,53.6345,0
243,Красноусольский,53.894668,0
244,Кумертау,52.766666666666666,55.78333333333333
245,Кушнаренково,55.104927,0
246,Малояз,55.16666666666666,58.15
247,Мелеуз,52.95,55.93333333333333
248,Нефтекамск,56.083333333333336,54.233333333333334
249,Салават,53.36666666666667,55.93333333333333
250,Сибай,52.7,58.65
251,Старобалтачево,56.001214,0
252,Старосубхангулово,53.1,57.43333333333333
253,Стерлибашево,53.43333333333333,55.25
254,Стерлитамак,53.63333333333333,55.95
255,Туймазы,54.6,53.7
256,Уфа,54.73333333333333,55.96666666666667
257,Учалы,54.31666666666667,59.38333333333333
258,Чекмагуш,55.13333333333333,54.65
259,Чишмы,54.583333333333336,55.38333333333333
260,Янаул,56.266666666666666,54.93333333333333
261,Белгород,50.6,36.6
262,Валуйки,50.18333333333333,38.11666666666667
263,Вейделевка,50.15,38.45
264,Волоконовка,50.48333333333333,37.86666666666667
265,Грайворон,50.48333333333333,35.666666666666664
266,Ивня,51.05,36.11666666666667
267,Короча,50.8,37.166666666666664
268,Новый Оскол,50.766666666666666,37.86666666666667
269,Ровеньки,48.083333333333336,39.36666666666667
270,Старый Оскол,51.28333333333333,37.833333333333336
271,Чернянка,50.93333333333333,37.8
272,Шебекино,50.4,36.88333333333333
273,Белая Березка,52.38333333333333,33.483333333333334
274,Белые Берега,53.2,34.65
275,Большое Полпино,53.23333333333333,34.483333333333334
276,Брянск,53.25,34.36666666666667
277,Бытошь,53.81666666666667,34.083333333333336
278,Выгоничи,53.1,34.06666666666667
279,Дятьково,53.6,34.333333333333336
280,Злынка,52.43333333333333,31.733333333333334
281,Ивот,53.66666666666666,34.18333333333333
282,Карачев,53.11666666666667,34.983333333333334
283,Клетня,53.38333333333333,33.2
284,Клинцы,52.75,32.233333333333334
285,Комаричи,52.41666666666666,34.8
286,Мглин,53.05,32.833333333333336
287,Новозыбков,52.53333333333333,31.933333333333334
288,Погар,52.55,33.25
289,Почеп,52.93333333333333,33.45
290,Ржаница,53.41666666666666,33.916666666666664
291,Рогнедино,53.8,33.55
292,Севск,52.15,34.483333333333334
293,Стародуб,52.583333333333336,32.766666666666666
294,Суземка,52.31666666666667,34.06666666666667
295,Сураж,53.016666666666666,32.4
296,Трубчевск,52.583333333333336,33.766666666666666
297,Унеча,52.85,32.68333333333333
298,Багдарин,54.43333333333333,113.58333333333333
299,Гусиное Озеро,51.11666666666667,106.25
300,Гусиноозерск,51.28333333333333,106.51666666666667
301,Заиграево,51.833333333333336,108.25
302,Закаменск,50.38333333333333,103.28333333333333
303,Иволгинск,51.73333333333333,107.26666666666667
304,Кабанск,52.03333333333333,106.65
305,Кижинга,51.833333333333336,109.9
306,Курумкан,54.31666666666667,110.31666666666666
307,Кырен,51.66666666666666,102.13333333333334
308,Кяхта,50.35,106.45
309,Монды,51.66666666666666,100.98333333333333
310,Мухоршибирь,51.03333333333333,107.81666666666666
311,Нижнеангарск,55.78333333333333,109.56666666666666
312,Северобайкальск,55.63333333333333,109.31666666666666
313,Селенгинск,52.0,106.86666666666666
314,Сосново-Озерское,52.516666666666666,111.53333333333333
315,Таксимо,56.333333333333336,114.88333333333334
316,Улан-Удэ,51.833333333333336,107.61666666666666
317,Хоринск,52.16666666666666,109.76666666666667
318,Бавлены,56.38333333333333,39.55
319,Балакирево,56.5,38.85
320,Боголюбово,56.18333333333333,40.516666666666666
321,Великодворский,55.2471301,0
322,Вязники,56.23333333333333,42.11666666666667
323,Гороховец,56.2,42.68333333333333
324,Гусевский,55.6596497,0
325,Камешково,56.333333333333336,40.983333333333334
326,Карабаново,56.3,38.7
327,Киржач,56.15,38.86666666666667
328,Ковров,56.35,41.31666666666667
329,Кольчугино,56.3,39.38333333333333
330,Красная Горбатка,55.86666666666667,41.75
331,Меленки,55.333333333333336,41.63333333333333
332,Муром,55.56666666666667,42.05
333,Собинка,55.98333333333333,40.016666666666666
334,Судогда,55.95,40.86666666666667
335,Суздаль,56.41666666666666,40.43333333333333
336,Юрьев-Польский,56.5,39.68333333333333
337,Волгоград,48.7,44.5
338,Волжский,48.78333333333333,44.766666666666666
339,Дубовка,49.05,44.833333333333336
340,Жирновск,50.96666666666667,44.766666666666666
341,Калач-на-Дону,48.68333333333333,43.53333333333333
342,Камышин,50.083333333333336,45.4
343,Клетский,48.583333333333336,44.68333333333333
344,Котельниково,47.63333333333333,43.13333333333333
345,Котово,50.31666666666667,44.8
346,Кумылженская,49.86666666666667,42.583333333333336
347,Новоаннинский,50.516666666666666,42.666666666666664
348,Палласовка,50.05,46.88333333333333
349,Светлый Яр,48.46666666666667,44.766666666666666
350,Средняя Ахтуба,48.71,0
351,Сталинград,48.7,44.5
352,Старая Полтавка,50.46666666666667,46.46666666666667
353,Суровикино,48.6,42.85
354,Урюпинск,50.8,42.016666666666666
355,Фролово,49.766666666666666,43.65
356,Чернышковский,48.41666666666666,42.233333333333334
357,Бабаево,59.38333333333333,35.95
358,Белозерск,60.03333333333333,37.78333333333333
359,Великий Устюг,60.75,46.3
360,Верховажье,60.73333333333333,42.05
361,Вожега,60.46666666666667,40.2
362,Вологда,59.21666666666667,39.9
363,Вохтога,58.8,41.03333333333333
364,Вытегра,61.0,36.45
365,Грязовец,58.88333333333333,40.25
366,Кадников,59.5,40.333333333333336
367,Кичменгский Городок,59.98333333333333,45.8
368,Липин Бор,60.25,37.96666666666667
369,Нюксеница,60.4,44.233333333333334
370,Сямжа,60.016666666666666,41.05
371,Тарногский Городок,60.5,43.55
372,Тотьма,59.98333333333333,42.766666666666666
373,Устюжна,58.833333333333336,36.43333333333333
374,Харовск,59.95,40.2
375,Чагода,59.16666666666666,35.333333333333336
376,Череповец,59.11666666666667,37.9
377,Шексна,59.1125,37.9033
378,Богучар,49.93333333333333,40.55
379,Борисоглебск,51.36666666666667,42.083333333333336
380,Бутурлиновка,50.81666666666667,40.583333333333336
381,Верхний Мамон,50.16666666666666,40.38333333333333
382,Верхняя Хава,51.833333333333336,39.93333333333333
383,Воронеж,51.66666666666666,39.2
384,Елань-Коленовский,51.15,41.13333333333333
385,Кантемировка,49.7,39.85
386,Лиски,50.96666666666667,39.483333333333334
387,Новая Усмань,51.63333333333333,39.4
388,Новохоперск,51.1,41.61666666666667
389,Острогожск,50.86666666666667,39.06666666666667
390,Поворино,51.2,42.25
391,Подгоренский,50.4,39.65
392,Рамонь,51.9,39.333333333333336
393,Россошь,50.2,39.583333333333336
394,Семилуки,51.68333333333333,39.03333333333333
395,Хохольский,51.56666666666667,38.78333333333333
396,нововоронеж,51.31666666666667,39.21666666666667
397,Агвали,42.53333333333333,46.1
398,Акуша,42.274445,0
399,Ахты,41.45,47.733333333333334
400,Ачису,42.66666666666666,47.666666666666664
401,Бабаюрт,43.583333333333336,46.766666666666666
402,Бежта,42.13333333333333,46.11666666666667
403,Ботлих,42.65,46.21666666666667
404,Буйнакск,42.81666666666667,47.11666666666667
405,Вачи,42.06666666666667,47.2
406,Гергебиль,42.5,47.06666666666667
407,Гуниб,42.38333333333333,46.95
408,Дагестанские Огни,42.11666666666667,48.2
409,Дербент,42.069825,0
410,Дылым,43.06666666666667,46.63333333333333
411,Ершовка,59.13,77.1629
412,Избербаш,42.56666666666667,47.86666666666667
413,Карабудахкент,42.7,47.55
414,Карата,42.583333333333336,46.35
415,Каспийск,42.88333333333333,47.63333333333333
416,Касумкент,41.66666666666666,48.13333333333333
417,Кизилюрт,43.2,46.86666666666667
418,Кизляр,43.850245,0
419,Кумух,42.16666666666666,47.11666666666667
420,Курах,41.583333333333336,47.78333333333333
421,Магарамкент,41.6,48.333333333333336
422,Маджалис,42.122212,0
423,Махачкала,42.98333333333333,47.5
424,Мехельта,42.794829,0
425,Новолакское,43.11666666666667,46.483333333333334
426,Рутул,41.53333333333333,47.416666666666664
427,Терекли-Мектеб,44.165257,0
428,Тпиг,41.766666666666666,47.583333333333336
429,Уркарах,42.15,47.63333333333333
430,Хасавюрт,43.249937,0
431,Хив,41.753485,0
432,Хунзах,42.54,0
433,Цуриб,42.23333333333333,46.833333333333336
434,Южно-Сухокумск,44.66666666666666,45.65
435,Биробиджан,48.78333333333333,132.93333333333334
436,Верхний Ландех,56.833333333333336,42.583333333333336
437,Вичуга,57.2,41.916666666666664
438,Гаврилов Посад,56.56666666666667,40.11666666666667
439,Дуляпино,57.0,13.92
440,Заволжск,57.48333333333333,42.13333333333333
441,Иваново,56.98333333333333,40.96666666666667
442,Иваньковский,56.66666666666666,40.1
443,Ильинское-Хованское,56.9713222,0
444,Кинешма,57.45,42.15
445,Кохма,56.93333333333333,41.083333333333336
446,Палех,56.8,41.85
447,Пестяки,56.7,42.666666666666664
448,Приволжск,57.38333333333333,41.28333333333333
449,Пучеж,56.98333333333333,43.166666666666664
450,Тейково,56.85,40.55
451,Шуя,56.85,41.36666666666667
452,Южа,56.583333333333336,42.016666666666666
453,Юрьевец,57.31666666666667,43.1
454,Алзамай,55.55,98.66666666666667
455,Ангарск,52.56666666666667,103.91666666666667
456,Артемовский,57.333333333333336,61.88333333333333
457,Атагай,55.1,99.38333333333334
458,Байкал,53.2167,107.75
459,Байкальск,51.516666666666666,104.15
460,Балаганск,54.0,103.05
461,Бирюсинск,55.95,97.81666666666666
462,Братск,56.15,101.61666666666666
463,Видим,56.4,103.1
464,Витимский,58.220875,0
465,Вихоревка,56.11666666666667,101.16666666666667
466,Еланцы,52.78333333333333,106.36666666666666
467,Ербогачен,61.28333333333333,108.01666666666667
468,Железногорск-Илимский,56.583333333333336,104.11666666666666
469,Жигалово,54.8,105.13333333333334
470,Залари,53.55,102.5
471,Иркутск,52.28333333333333,104.3
472,Квиток,56.06666666666667,98.46666666666667
473,Киренск,57.78333333333333,108.1
474,Куйтун,54.35,101.51666666666667
475,Кутулик,53.35,102.78333333333333
476,Нижнеудинск,54.9,99.01666666666667
477,Саянск,54.11666666666667,102.16666666666667
478,Тайшет,55.93333333333333,98.01666666666667
479,Тулун,54.56666666666667,100.56666666666666
480,Усолье-Сибирское,52.75,103.65
481,Усть-Илимск,58.0,102.66666666666667
482,Усть-Кут,56.8,105.83333333333333
483,Усть-Ордынский,52.8,104.75
484,Усть-Уда,54.16666666666666,103.01666666666667
485,Черемхово,53.15,103.06666666666666
486,Чунский,56.083333333333336,99.63333333333334
487,Нальчик,43.485259,0
488,Нарткала,43.556734,0
489,Прохладный,43.750055,0
490,Терек,43.5953,47.5597
491,Тырныауз,43.3892665,0
492,Багратионовск,54.38333333333333,20.633333333333333
493,Балтийск,54.65,19.916666666666668
494,Гвардейск,54.65,21.066666666666666
495,Зеленоградск,54.95,20.483333333333334
496,Кёнигсберг,54.71666666666667,20.5
497,Мамоново,54.46666666666667,19.933333333333334
498,Неман,55.3369,21.2492
499,Полесск,54.86666666666667,21.1
500,Правдинск,54.45,21.016666666666666
501,Славск,55.05,21.666666666666668
502,Черняховск,54.63333333333333,21.816666666666666
503,Каспийский,45.38333333333333,47.35
504,Малые Дербеты,47.95,44.666666666666664
505,Цаган-Аман,47.55,46.71666666666667
506,Элиста,46.31666666666667,44.266666666666666
507,Юста,47.11666666666667,46.28333333333333
508,Яшалта,46.333333333333336,42.266666666666666
509,Яшкуль,46.16666666666666,45.333333333333336
510,Балабаново,55.18333333333333,36.65
511,Бетлица,54.0,33.93333333333333
512,Боровск,55.2,36.483333333333334
513,Дугна,54.4,36.85
514,Дудоровский,53.65,35.35
515,Думиничи,53.91666666666666,35.1
516,Износки,54.98333333333333,35.31666666666667
517,Калуга,54.53333333333333,36.266666666666666
518,Киров,58.6,49.65
519,Козельск,54.03333333333333,35.78333333333333
520,Кондрово,54.8,35.93333333333333
521,Людиново,53.86666666666667,34.46666666666667
522,Малоярославец,55.0,36.46666666666667
523,Медынь,54.96666666666667,35.86666666666667
524,Мещовск,54.31666666666667,35.28333333333333
525,Мосальск,54.48333333333333,34.983333333333334
526,Обнинск,55.1,36.61666666666667
527,Спас-Деменск,54.0,35.309
528,Сухиничи,54.1,35.35
529,Таруса,54.71666666666667,37.18333333333333
530,Юхнов,54.75,35.233333333333334
531,Атласово,55.6,159.63333333333333
532,Аянка,63.7266334,0
533,Большерецк,52.9021,156.5707
534,Вилючинск,52.93333333333333,158.4
535,Елизово,53.18333333333333,158.38333333333333
536,Ильпырский,59.95,164.2
537,Каменское,48.0,27.484885378828
538,Озерновский,51.5,156.51666666666668
539,Палана,59.083333333333336,159.95
540,Пахачи,60.55,169.13333333333333
541,Петропавловск-Камчатский,53.016666666666666,158.65
542,Тиличики,60.43333333333333,166.03333333333333
543,Усть-Большерецк,52.81666666666667,156.26666666666668
544,Усть-Камчатск,56.23333333333333,162.53333333333333
545,Беломорск,64.51666666666667,34.766666666666666
546,Валаам,61.36666666666667,30.933333333333334
547,Вирандозеро,64.0,45.36
548,Кестеньга,65.0,07.73
549,Кондопога,62.2,34.266666666666666
550,Костомукша,64.58333333333333,30.6
551,Лахденпохья,61.516666666666666,30.2
552,Медвежьегорск,62.91666666666666,34.45
553,Муезерский,63.961867,0
554,Олонец,60.98333333333333,32.96666666666667
555,Петрозаводск,61.78333333333333,34.333333333333336
556,Питкяранта,61.56666666666667,31.483333333333334
557,Повенец,62.85,34.81666666666667
558,Пудож,61.8,36.53333333333333
559,Сегежа,63.73333333333333,34.31666666666667
560,Сортавала,61.7,30.666666666666668
561,Софпорог,65.0,54.35
562,Суоярви,62.083333333333336,32.36666666666667
563,Анжеро-Судженск,56.083333333333336,86.03333333333333
564,Ижморский,56.18333333333333,86.63333333333334
565,Итатский,56.06666666666667,89.0
566,Калтан,53.516666666666666,87.26666666666667
567,Кемерово,55.35,86.08333333333333
568,Киселевск,53.98333333333333,86.7
569,Крапивинский,55.0,86.8
570,Ленинск-Кузнецкий,54.65,86.16666666666667
571,Мариинск,56.21666666666667,87.75
572,Междуреченск,53.68333333333333,88.05
573,Мыски,53.7,87.81666666666666
574,Новокузнецк,53.73333333333333,87.08333333333333
575,Осинники,53.61666666666667,87.33333333333333
576,Прокопьевск,53.88333333333333,86.71666666666667
577,Промышленная,54.0,39.27
578,Таштагол,52.766666666666666,87.86666666666666
579,Тисуль,55.761999,0
580,Топки,55.28333333333333,85.61666666666666
581,Тяжинский,56.11666666666667,88.51666666666667
582,Юрга,55.73333333333333,84.9
583,Яшкино,55.86666666666667,85.41666666666667
584,Арбаж,57.68333333333333,48.3
585,Белая Холуница,58.833333333333336,50.85
586,Верхошижемье,58.0,49.1
587,Вятские Поляны,56.0,06.3
588,Зуевка,58.0,12.0
589,Каринторф,58.55,50.18333333333333
